parent_experiment_id,model_key,task,text_source,subset_name,n,unstable_small_n,primary_metric,observed_primary_score,all_articles_primary_score,observed_minus_all,n_predicted_ok,n_parse_error,coverage,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,exact_match_accuracy,micro_precision,micro_recall,micro_f1,jaccard,hamming_loss,majority_accuracy,majority_balanced_accuracy,majority_macro_f1,delta_vs_majority_balanced_accuracy,majority_labelset_exact_match_accuracy,empty_set_exact_match_accuracy
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,summary_shuffled,evidence_sentences_count_ge_2,780,False,balanced_accuracy,0.06199897966883529,0.0632922316595847,-0.0012932519907494083,780,0,1.0,0.10512820512820513,0.06199897966883529,0.09724732684374818,0.06199897966883529,0.06453682716259329,0.1341706550111536,,,,,,,0.46153846153846156,0.1111111111111111,0.07017543859649122,-0.049112131442275817,,
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,summary_shuffled,uncertainty_low,653,False,balanced_accuracy,0.05290321512820887,0.0632922316595847,-0.010389016531375826,653,0,1.0,0.09494640122511486,0.05290321512820887,0.08870895620039722,0.05290321512820887,0.057609056267990656,0.12535986850192843,,,,,,,0.450229709035222,0.1111111111111111,0.06898979232664554,-0.058207895982902234,,
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,summary_shuffled,uncertainty_low_medium,805,False,balanced_accuracy,0.06163542575715849,0.0632922316595847,-0.0016568059024262075,805,0,1.0,0.1031055900621118,0.06163542575715849,0.09468708941748157,0.06163542575715849,0.06376499488850597,0.13080887933826132,,,,,,,0.4608695652173913,0.1111111111111111,0.0701058201058201,-0.049475685353952616,,
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,summary_shuffled,relevance_medium_high_and_spatial_250m_ge_0.8,321,False,balanced_accuracy,0.08620758941186962,0.0632922316595847,0.022915357752284926,321,0,1.0,0.13707165109034267,0.08620758941186962,0.12882538099929403,0.08620758941186962,0.07217785395055408,0.18723200915526644,,,,,,,0.5825545171339563,0.1111111111111111,0.08180227471566054,-0.024903521699241482,,
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,summary_shuffled,relevance_high_and_spatial_250m_ge_0.8,157,False,balanced_accuracy,0.07328042328042328,0.0632922316595847,0.009988191620838582,157,0,1.0,0.09554140127388536,0.07328042328042328,0.11907402691716418,0.07328042328042328,0.0587120392046307,0.13586884202957955,,,,,,,0.4140127388535032,0.1111111111111111,0.06506506506506507,-0.037830687830687826,,
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,summary_shuffled,evidence_sentences_count_ge_1_and_spatial_250m_ge_0.8,437,False,balanced_accuracy,0.08327295048606526,0.0632922316595847,0.01998071882648056,437,0,1.0,0.12128146453089245,0.08327295048606526,0.11732711732711734,0.08327295048606526,0.06596064291871917,0.15885499023913063,,,,,,,0.6247139588100686,0.1111111111111111,0.08544600938967135,-0.02783816062504585,,
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,summary_shuffled,quality_high_or_very_high,662,False,balanced_accuracy,0.05839036206586395,0.0632922316595847,-0.004901869593720749,662,0,1.0,0.09969788519637462,0.05839036206586395,0.09639972072142615,0.05839036206586395,0.06075739615070679,0.13079177181620236,,,,,,,0.4788519637462236,0.1111111111111111,0.07195551015775735,-0.05272074904524716,,
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,summary_shuffled,quality_very_high,367,False,balanced_accuracy,0.06752908506639849,0.0632922316595847,0.00423685340681379,367,0,1.0,0.10899182561307902,0.06752908506639849,0.11144755821772317,0.06752908506639849,0.06822782201095104,0.14411450291947348,,,,,,,0.4250681198910082,0.1111111111111111,0.06628425748884641,-0.04358202604471262,,
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,summary_shuffled,quality_high_or_very_high_and_spatial_250m_ge_0.8,388,False,balanced_accuracy,0.08571443520938471,0.0632922316595847,0.022422203549800013,388,0,1.0,0.12628865979381443,0.08571443520938471,0.1279283641175027,0.08571443520938471,0.06774576565365137,0.1706386050791642,,,,,,,0.6237113402061856,0.1111111111111111,0.0853615520282187,-0.025396675901726395,,
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,summary_shuffled,recommended_use_training,195,False,balanced_accuracy,0.07026959168942033,0.0632922316595847,0.006977360029835636,195,0,1.0,0.14871794871794872,0.07026959168942033,0.11775335775335775,0.07026959168942033,0.06355696519630945,0.2064249047855605,,,,,,,0.6615384615384615,0.1111111111111111,0.08847736625514403,-0.04084151942169077,,
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,summary_shuffled,recommended_use_evaluation_only,126,False,balanced_accuracy,0.12158669342577388,0.0632922316595847,0.05829446176618919,126,0,1.0,0.11904761904761904,0.12158669342577388,0.13736772486772486,0.12158669342577388,0.07221306471306471,0.16618001046572475,,,,,,,0.4603174603174603,0.1111111111111111,0.07004830917874397,0.010475582314662779,,
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,summary_shuffled,recommended_use_exclude,451,False,balanced_accuracy,0.06507583894287923,0.0632922316595847,0.0017836072832945332,451,0,1.0,0.11529933481152993,0.06507583894287923,0.09826776201727365,0.06507583894287923,0.07420484435409809,0.14216048841878529,,,,,,,0.29046563192904656,0.1111111111111111,0.050019091256204656,-0.046035272168231875,,
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,summary_shuffled,article_type_agriculture_or_vineyard,34,False,balanced_accuracy,0.007407407407407408,0.0632922316595847,-0.05588482425217729,34,0,1.0,0.058823529411764705,0.007407407407407408,0.07407407407407407,0.007407407407407408,0.01346801346801347,0.10695187165775402,,,,,,,0.8823529411764706,0.1111111111111111,0.10416666666666667,-0.1037037037037037,,
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,summary_shuffled,article_type_natural_landscape,115,False,balanced_accuracy,0.04197530864197531,0.0632922316595847,-0.021316923017609388,115,0,1.0,0.09565217391304348,0.04197530864197531,0.10023310023310023,0.04197530864197531,0.05465587044534413,0.1410491110719944,,,,,,,0.5478260869565217,0.1111111111111111,0.07865168539325842,-0.0691358024691358,,
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,summary_shuffled,article_type_water_feature,36,False,balanced_accuracy,0.006172839506172839,0.0632922316595847,-0.05711939215341186,36,0,1.0,0.027777777777777776,0.006172839506172839,0.037037037037037035,0.006172839506172839,0.010582010582010581,0.047619047619047616,,,,,,,0.5,0.1111111111111111,0.07407407407407407,-0.10493827160493827,,
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,summary_shuffled,article_type_settlement_or_administrative,284,False,balanced_accuracy,0.08269666332006587,0.0632922316595847,0.01940443166048117,284,0,1.0,0.1619718309859155,0.08269666332006587,0.13490855239335836,0.08269666332006587,0.10154512838931426,0.20186658737000845,,,,,,,0.28169014084507044,0.1111111111111111,0.04884004884004884,-0.02841444779104524,,
