parent_experiment_id,model_key,task,text_source,subset_name,control_type,status,n,unstable_small_n,primary_metric,observed_score,random_mean,random_std,random_min,random_max,random_p02_5,random_p50,random_p97_5,observed_minus_random_mean,observed_percentile,empirical_p_greater_equal,n_draws_requested,n_draws_successful
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,content,uncertainty_low,random_same_n,ok,653,False,balanced_accuracy,0.35681004190271953,0.2813152181275895,0.012292243983691064,0.23321053760623733,0.3288091161765604,0.25697392186261153,0.2817484962379945,0.30574653523440337,0.07549482377513006,100.0,0.000999000999000999,1000,1000
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,content,uncertainty_low_medium,random_same_n,ok,805,False,balanced_accuracy,0.3274754179893018,0.2806651410287442,0.00952073557512308,0.2475165393843431,0.3109455802018477,0.26300179324691325,0.2805710233717412,0.2998443164536997,0.04681027696055762,100.0,0.000999000999000999,1000,1000
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,content,relevance_medium_high_and_spatial_250m_ge_0.8,random_same_n,ok,321,False,balanced_accuracy,0.4091486144430261,0.27955797125983683,0.02264016313955017,0.2250776340075769,0.3524404303977044,0.23730956331020275,0.2786905027115386,0.32603401704070467,0.12959064318318925,100.0,0.000999000999000999,1000,1000
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,content,relevance_high_and_spatial_250m_ge_0.8,random_same_n,ok,157,False,balanced_accuracy,0.4355209605209605,0.28111626008537594,0.03787482001651003,0.1504887585532747,0.3933772147890895,0.20606488537268539,0.28355037852151893,0.35349383479765323,0.15440470043558457,100.0,0.000999000999000999,1000,1000
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,content,evidence_sentences_count_ge_1_and_spatial_250m_ge_0.8,random_same_n,ok,437,False,balanced_accuracy,0.3880568126469766,0.28064984295222895,0.017056391385026393,0.23221674068717327,0.3405038740642456,0.24720140826243073,0.28073526493786904,0.31489495063310774,0.10740696969474767,100.0,0.000999000999000999,1000,1000
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,content,quality_high_or_very_high,random_same_n,ok,662,False,balanced_accuracy,0.358591807849484,0.28063961356581174,0.012448757770633131,0.23806107806800553,0.31690503166668793,0.25565413095607376,0.28053399994058303,0.30391054999701916,0.07795219428367228,100.0,0.000999000999000999,1000,1000
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,content,quality_very_high,random_same_n,ok,367,False,balanced_accuracy,0.3936791442388457,0.2801075437221307,0.01939848461089368,0.21250114407686888,0.34040823785563146,0.24166971046824898,0.2803118384120221,0.31756008743897673,0.113571600516715,100.0,0.000999000999000999,1000,1000
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,content,quality_high_or_very_high_and_spatial_250m_ge_0.8,random_same_n,ok,388,False,balanced_accuracy,0.3935438299074663,0.2800379058306816,0.020523957715344102,0.19553959685538633,0.3436898736794734,0.2410026186472751,0.2803722017709601,0.3209449353817277,0.11350592407678467,100.0,0.000999000999000999,1000,1000
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,content,recommended_use_training,random_same_n,ok,195,False,balanced_accuracy,0.3849030746215569,0.28153917962001124,0.03274204698303344,0.14547232155927808,0.41445392617697885,0.21808312121338846,0.2817034912180626,0.33983438007111916,0.10336389500154564,99.8,0.002997002997002997,1000,1000
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,content,recommended_use_evaluation_only,random_same_n,ok,126,False,balanced_accuracy,0.47268442498327556,0.2776579155983646,0.044072543824525356,0.13822866344605475,0.40984177166197144,0.18652927199981795,0.27840162668182233,0.3619075624667729,0.19502650938491095,100.0,0.000999000999000999,1000,1000
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,content,recommended_use_exclude,random_same_n,ok,451,False,balanced_accuracy,0.13920116593080165,0.2820256465885982,0.017173746924961323,0.21926980926005948,0.3657540241976934,0.24718788826012172,0.2821928301240319,0.3159639236516677,-0.14282448065779654,0.0,1.0,1000,1000
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,content,article_type_agriculture_or_vineyard,random_same_n,ok,34,False,balanced_accuracy,0.2222222222222222,0.24222026523957635,0.08403992961428564,0.04183006535947712,0.47354497354497355,0.08697916666666668,0.24255698005698004,0.4076325295075295,-0.01999804301735414,40.400000000000006,0.6013986013986014,1000,1000
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,content,article_type_natural_landscape,random_same_n,ok,115,False,balanced_accuracy,0.2042328042328042,0.27695714081837736,0.04762477709567952,0.1452802882627444,0.4197262324646001,0.18039820473644005,0.28140021166506957,0.37315433596810377,-0.07272433658557315,8.3,0.9170829170829171,1000,1000
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,content,article_type_water_feature,random_same_n,ok,36,False,balanced_accuracy,0.1111111111111111,0.24881655216983883,0.0798177304300903,0.018518518518518517,0.47871572871572865,0.09578130747248395,0.2476792497625831,0.4100657485216308,-0.13770544105872773,4.0,0.961038961038961,1000,1000
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,content,article_type_settlement_or_administrative,random_same_n,ok,284,False,balanced_accuracy,0.11946253117313684,0.2801402723549833,0.024458933788399334,0.1895191844989005,0.34735559790853593,0.2304023374689081,0.28020502609242137,0.3266467616295193,-0.16067774118184647,0.0,1.0,1000,1000
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,content,article_type_built_or_cultural_site,random_same_n,ok,94,False,balanced_accuracy,0.1115079365079365,0.27733105780118705,0.05180723833375641,0.1044809736760201,0.4296626984126984,0.16400074874339582,0.28134795054677253,0.37616911928604896,-0.16582312129325055,0.1,0.999000999000999,1000,1000
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,content,article_type_other_or_unclear,random_same_n,ok,672,False,balanced_accuracy,0.25724586777782377,0.2810486958743597,0.01188908238093045,0.23984875797475638,0.3205263996286367,0.25644244000158056,0.28103685831718617,0.30388957381679277,-0.023802828096535944,2.9000000000000004,0.971028971028971,1000,1000
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,content,article_type_high_prior,random_same_n,ok,185,False,balanced_accuracy,0.3225567505564485,0.2815007206621868,0.032920558856282096,0.15095208198392523,0.4033936772907361,0.21481697994574864,0.2830619491067252,0.3455303824889401,0.041056029894261714,91.3,0.08791208791208792,1000,1000
article_text_classification_e2e_with_shuffled_control_v1,qwen,corine_level2,content,article_type_high_prior_and_relevance_medium_high,random_same_n,ok,159,False,balanced_accuracy,0.3402777777777778,0.2791127754355499,0.0362667663574412,0.16720634218409922,0.3839172487888312,0.20946368446368444,0.2784822336538906,0.3521643236418209,0.06116500234222788,95.39999999999999,0.04695304695304695,1000,1000
